id;amount;oracle_wallet;wallet_part;contract_id;message;hash;created_at;updated_at;id;name;email;wallet;birth_date;gender;location;category;show_fullname;accepted_terms;accepted_disclaimer;created_at;updated_at;attachments
12;3.009999999999999787;0x9ff6377cde6bc9eb86196967283093cd102ab14c;0x17eb028888704c0537bcdf8426ec243008186274;151;;0xe670e737b104db428543799eebc25f41b4a0898b45b63fc5898c547d22a886f1;2019-12-30 13:03:31;2019-12-30 13:03:31;56;Veerle van Casand;veerlevancasand@gmail.com;0x9ff6377cde6bc9eb86196967283093cd102ab14c;1999-12-22;F;NL;Other;0;1;1;2019-12-02 16:43:53;2019-12-02 16:44:19;
13;2.000000000000000000;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;The benches do not reflect high-quality standards as requested under clause 3.2 (b) of the contract. The benches have not been delivered at the exact place. In this regard, the photos uploaded by the counterparty does not have any quantitative data suitable to check geolocalization, as it should be according to clause 3.3(e) of the contract. The photos only visually indicate that the delivery happened at a Radboud location, but it was not the exact one (see the photo uploaded in the resolution proof shared folder). In light of the above, I am asking for a major reduction of the price to compensate the extra transport costs and the damage suffered as a result of the lower quality of the benches.;0x82b52672ed1769a89c95b337d17e7430e28d9c0039a5a2a70c70a64258387d28;2019-12-30 18:24:30;2019-12-30 18:24:30;43;NULL;NULL;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;NULL;NULL;NULL;NULL;1;0;1;2019-11-21 11:17:32;2019-11-21 11:17:32;
14;10.000000000000000000;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x17eb028888704c0537bcdf8426ec243008186274;151;;0xddffbd1b6ec778b23a1cdf7f984e17e59aaaf0eb3e1d92195cc008dbb69da998;2019-12-31 17:42:50;2019-12-31 17:42:50;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
15;10.000000000000000000;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;151;Borrel is not pleased with the services Tortellini provided and as such I do not think he should pay for a service which is not conform what he needs;0x9b1ed230f64952c16fe8b8a510ccc33b1cc56c851ea28b1178d5ae97c6dc34d0;2020-01-01 10:46:10;2020-01-01 10:46:10;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
16;2.000000000000000000;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;John's proposal seems fairest to me because John has lived up to the contract to the best of his abilities with the information and feedback provided to him. The inconvenice that Radboud has encountered can't possibly warrant the level of compensation as requested by Radboud and as such I think that John should be paid as per his proposal where he is already compensating for the errors made in the lack of communication.;0x6617484828798cdacf86b321e290349653e3821fc45aa33bab7addecd8b5ef45;2020-01-01 11:09:00;2020-01-01 11:09:00;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
17;2.000000000000000000;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;;0x2e3379779392facbfa14882a47585301053d168d2c1626fb3e58e7a18a9233ad;2020-01-01 11:09:50;2020-01-01 11:09:50;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
18;20.000000000000000000;0xa522695722e3754d499f6a64f610a2b7d54cf8e9;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;151;As another voter mentioned the contract does not contain a provision with regards to the quality of the service. However such a provision is very uncommon in this field of work. Search  for templates on the internet for social media freelancer contracts and you will find no such a provision. In addition it is self explanatory that the service provided should be of a professional level and of atleast a level higher than Borrel could have done themselves. This is why my vote goes to Borrel.;0x5f2dc0297440ad15423bb17f9cf516144c73a057390e1e0b4a5309979d070a59;2020-01-02 07:56:40;2020-01-02 07:56:40;59;Xander;x.kranenberg@gmail.com;0xa522695722e3754d499f6a64f610a2b7d54cf8e9;1994-02-11;M;NL;Other;1;1;1;2019-12-09 15:09:02;2019-12-09 15:12:19;
19;11.500000000000000000;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;0x17eb028888704c0537bcdf8426ec243008186274;151;;0x773818bf4ac044b12dd4676df2ac024231253a162cd0e95f33626819272582ea;2020-01-02 08:50:50;2020-01-02 08:50:50;45;NULL;NULL;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;NULL;NULL;NULL;NULL;1;0;1;2019-11-21 11:37:40;2019-11-21 11:37:40;
20;5.009999999999999787;0x6a0e9513a66fc836b7ee968dbfd6ee151dd86ee7;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;I think neither party is right in its argumentation. However, Resolution proof and the contract require Carpenter to upload a certain number of photos, which I do not see. Therefore, I consider Carpenter failed in his obligation and I vote for Radboud as the closest to what I consider fair.;0x5f6928e3f5d58bf92125c02e9987a8e24636b9770890033d2dafb7c7f71e836a;2020-01-02 12:12:00;2020-01-02 12:12:00;46;Matija ;kontakmatija@gmail.com;0x6a0e9513a66fc836b7ee968dbfd6ee151dd86ee7;1970-01-01;NULL;NULL;NULL;1;1;1;2019-11-23 12:44:57;2019-12-09 16:56:07;
21;5.009999999999999787;0x6a0e9513a66fc836b7ee968dbfd6ee151dd86ee7;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;151;I like Borrel more, especially now that it is winning;0x2a18ef6391ab7944f5c7cbfbf1f116a3cc85a9177c579fa08b0ed2abd59c94de;2020-01-02 12:17:50;2020-01-02 12:17:50;46;Matija ;kontakmatija@gmail.com;0x6a0e9513a66fc836b7ee968dbfd6ee151dd86ee7;1970-01-01;NULL;NULL;NULL;1;1;1;2019-11-23 12:44:57;2019-12-09 16:56:07;
22;10.000000000000000000;0xa522695722e3754d499f6a64f610a2b7d54cf8e9;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;;0x3adb2342097b8e7b5dba88d71dd243051b4198aff144866c8a5ee537c4baf748;2020-01-03 12:00:00;2020-01-03 12:00:00;59;Xander;x.kranenberg@gmail.com;0xa522695722e3754d499f6a64f610a2b7d54cf8e9;1994-02-11;M;NL;Other;1;1;1;2019-12-09 15:09:02;2019-12-09 15:12:19;
23;7.030000000000000249;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;;0x4355feaf89dffead1fbf0b1bc0d3ace1d669a34f2413c03c67b83d0515df203d;2020-01-03 22:49:59;2020-01-03 22:49:59;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
24;10.009999999999999787;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;;0xf2ffd47ed588fb3ddd6c7224d61539a79a1209cb64ac05b774129a6f842ae02c;2020-01-03 22:51:00;2020-01-03 22:51:00;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
25;10.060000000000000497;0xa522695722e3754d499f6a64f610a2b7d54cf8e9;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;;0x1ea5b93784abc0dd03448142bcb759759b9910f6ebb942cd60cd24706c27591d;2020-01-04 12:31:40;2020-01-04 12:31:40;59;Xander;x.kranenberg@gmail.com;0xa522695722e3754d499f6a64f610a2b7d54cf8e9;1994-02-11;M;NL;Other;1;1;1;2019-12-09 15:09:02;2019-12-09 15:12:19;
26;20.000000000000000000;0xff0fdc0d158e1af67dbf4476c427c8d47b81c77a;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;Geolocation and quality requirements are specified in the contract. Carpenter did not meet these requirements. ;0xb6533260796e8b15a7a3413ba9e0dd8602a4ca477067dc16559e2139c9b8bfe7;2020-01-04 13:03:10;2020-01-04 13:03:10;58;NULL;NULL;0xff0fdc0d158e1af67dbf4476c427c8d47b81c77a;NULL;NULL;NULL;NULL;1;0;1;2019-12-02 16:50:02;2019-12-02 16:50:02;
27;2.009999999999999787;0x9ff6377cde6bc9eb86196967283093cd102ab14c;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;RU is right;0xd40be5b808ad179ea672347d0d78b268d067549aa42b37c9978b104b9fa38c00;2020-01-05 11:44:30;2020-01-05 11:44:30;56;Veerle van Casand;veerlevancasand@gmail.com;0x9ff6377cde6bc9eb86196967283093cd102ab14c;1999-12-22;F;NL;Other;0;1;1;2019-12-02 16:43:53;2019-12-02 16:44:19;
28;30.000000000000000000;0xcf997b47cbc37b7d486fe9efd3376c2b5cbd627f;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;Its definitely Carpenter who is right, he did an amazing job;0x77c48a91c61f8264ea2c17cd75e3e9cb22dfc892f73e8d77ffe8d1938656cc24;2020-01-06 13:05:00;2020-01-06 13:05:00;52;Nina Buwalda;ninabuwalda@gmail.com;0xcf997b47cbc37b7d486fe9efd3376c2b5cbd627f;1996-12-22;F;NL;Lawyer;1;1;1;2019-12-02 16:29:55;2019-12-02 16:34:22;
29;19.989999999999998437;0x6a0e9513a66fc836b7ee968dbfd6ee151dd86ee7;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;meh;0x2e0dd86540f0e98c671896f96f8ba5997997e930d385dcd9dca73590012d1ec3;2020-01-06 21:41:51;2020-01-06 21:41:51;46;Matija ;kontakmatija@gmail.com;0x6a0e9513a66fc836b7ee968dbfd6ee151dd86ee7;1970-01-01;NULL;NULL;NULL;1;1;1;2019-11-23 12:44:57;2019-12-09 16:56:07;
30;10.000000000000000000;0x9ff6377cde6bc9eb86196967283093cd102ab14c;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;;0xcef9d6cbdcf3cc0a7507f54695f93377f22ce1069b44189ad2f3b70cb7e473f1;2020-01-07 09:21:30;2020-01-07 09:21:30;56;Veerle van Casand;veerlevancasand@gmail.com;0x9ff6377cde6bc9eb86196967283093cd102ab14c;1999-12-22;F;NL;Other;0;1;1;2019-12-02 16:43:53;2019-12-02 16:44:19;
31;30.000000000000000000;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;;0xa361e9b8bc86a3dda8353601afc8d4abb1fd622db0e00383f3647287c6ccec2b;2020-01-07 10:57:49;2020-01-07 10:57:49;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
32;60.000000000000000000;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;;0x6afb41f0c32f19c4f469b34ade45777ebb3f55edb6361d2641e7118d12b87049;2020-01-07 11:13:40;2020-01-07 11:13:40;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
33;20.000000000000000000;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;;0xa83c43a88394b2a2e96a483124af562a9bebe9360b32d753686cc719b5f64062;2020-01-07 11:14:40;2020-01-07 11:14:40;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
34;10.000000000000000000;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;;0x6da65b3a370fd69c77425c770d476677e5fa956bbd102c5e2efa782ea39d8c06;2020-01-07 12:14:10;2020-01-07 12:14:10;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
35;40.009999999999998010;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;;0xfc2eaa25279efa3bed8b161be7a295086c3f7ac7d4dc3a052d04ebcb4a466e9e;2020-01-07 12:15:10;2020-01-07 12:15:10;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
36;80.000000000000000000;0x9ff6377cde6bc9eb86196967283093cd102ab14c;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;;0x794bf9abe669fb10495323e627cc65ec9b395fd7532a42ab9b3145c888c5ed56;2020-01-07 14:35:21;2020-01-07 14:35:21;56;Veerle van Casand;veerlevancasand@gmail.com;0x9ff6377cde6bc9eb86196967283093cd102ab14c;1999-12-22;F;NL;Other;0;1;1;2019-12-02 16:43:53;2019-12-02 16:44:19;
37;40.009999999999998010;0x9ff6377cde6bc9eb86196967283093cd102ab14c;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;;0x899a03101cd25911c6a2442392a511cd024edeca434b766ba2a508bfea725237;2020-01-07 14:36:51;2020-01-07 14:36:51;56;Veerle van Casand;veerlevancasand@gmail.com;0x9ff6377cde6bc9eb86196967283093cd102ab14c;1999-12-22;F;NL;Other;0;1;1;2019-12-02 16:43:53;2019-12-02 16:44:19;
38;60.009999999999998010;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;;0xed0545503c89e5acdb039983cc9413d8c52963e861d371bfa9e4d57adbc5d789;2020-01-07 14:45:11;2020-01-07 14:45:11;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
39;50.009999999999998010;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;161;;0x8cd81b45785ce4ad9c3d43bda476548a105bc5d86cc630503c596d0ff4f58384;2020-01-07 14:49:20;2020-01-07 14:49:20;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
40;50.009999999999998010;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;161;;0xc18c02ba6fbd96bc58341c5d807aa82d9706d3df99a095d2b1341f308877ad37;2020-01-07 15:37:30;2020-01-07 15:37:30;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
41;2.000000000000000000;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;163;;0xa31cf5c839464c90ee909db23ebf80e70ef7922886822dd3324d5c58e9fa41d1;2020-01-08 07:44:10;2020-01-08 07:44:10;43;NULL;NULL;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;NULL;NULL;NULL;NULL;1;0;1;2019-11-21 11:17:32;2019-11-21 11:17:32;
42;2.000000000000000000;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;164;"Christopher Leaner did not comply with clause 5.2 (d). He should have informed us that the trash containers were going to be full such that we could have prevented it, on the contrary, he deposited the extra trash out of the containers without notifying. This behavior amounts to an infringement of the contract and at the same time, it provoked the municipality to sanction us. 
Geolocation indications are missing.
In light of the above, the overall quality is lower than the price paid, so we ask for a price reduction. The reduction also takes into account the economic value of the fine.";0x08846fb3dd4b207caf172a45e8a93b06ceb50d872f87d415328b368e7f6db8dd;2020-01-08 09:47:51;2020-01-08 09:47:51;43;NULL;NULL;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;NULL;NULL;NULL;NULL;1;0;1;2019-11-21 11:17:32;2019-11-21 11:17:32;
43;4.000000000000000000;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;163;Borrel did not complete his contractual obligation to provide Mr. Tortellini with the needed feedback regarding the quality of work. Next to that the 5 interactions are in reference to interactions which should have been executed by Tortellini, which does not seem to be the problem Borrel is referring to. Mr. Tortellini is just bound to deliver the content which he did even after the requested fix, he and the contract provide no quotum of interactions which have to be executed by the public. The fault lies with Borrel here as they have not given Mr. Tortellini the required feedback;0x1d80e873cd4f72c4f812384de7850803b5acc79362507c5a0cf8e734cbc3723e;2020-01-11 13:37:40;2020-01-11 13:37:40;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
44;4.000000000000000000;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;164;"I love Chaos

xoxo
Ernst Stavro Blofeld";0xd4bc2fabe5ebc8ef61836ef06571fc2707cc96aeaff4dfe38cfba529dad36d36;2020-01-11 13:50:00;2020-01-11 13:50:00;61;Ernst Stavro Blofeld;NULL;0xf8534ee4017a5b0ef2c4aac229074a3bfb582adc;1970-01-01;NULL;NULL;NULL;1;1;1;2019-12-09 16:59:10;2019-12-15 09:58:13;
45;5.000000000000000000;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;164;"Leaner was simply negligent in following the terms of the contract. 
He ought to have provided geolocational data, for which there are many means, even without a phone number, such as providing a trackable google maps link via email. 

Next to that, the laziness failure to inform the Lab, as demonstrated by Leaner constitute an unquestionable breach of contract for which the Lab should be compensated";0x52fa0ee57d5f7e024a05f733dba983b8ac1dd2d7fb6ccc736857f1c69bf361b9;2020-01-11 13:50:50;2020-01-11 13:50:50;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
46;9.099999999999999645;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;164;;0x06891d7af9263c054aa23836512773ff94b8c97eb0291699bcfe0955fccc4821;2020-01-13 10:02:40;2020-01-13 10:02:40;45;NULL;NULL;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;NULL;NULL;NULL;NULL;1;0;1;2019-11-21 11:37:40;2019-11-21 11:37:40;
47;10.000000000000000000;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;164;;0xefe103d38d08fa492441359a2360d8c0dfda6e409a3a08e5c5d3fab43795b569;2020-01-14 09:36:51;2020-01-14 09:36:51;47;Michael de Borst;NULL;0x053ddc691fbc5d1c1d006af6857ace7c9197ad0d;1970-01-01;M;NULL;Other;1;1;1;2019-11-25 16:06:04;2019-12-02 16:34:25;
48;20.000000000000000000;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;165;The freelancer was expected to create a unique illustration for each page, so as to reflect the course of the story, instead for 5 pages he reused the same illustration. I therefore ask for a reduction of the fee of 100 JUR  for each page not illustrated in accordance with the Contract. In addition, I ask for a refund of an additional 50 JUR per reused image for the loss of time and damage resulting from this, since the product was expected to be launched on the market after the completion of the works governed by the Contract. The overall amount to pay is 500+250 = 750 JUR.;0xcb2ec5758470d6cbd6cc02c3d6d8187d6a8d4abd971a2994d08a033d4a30653e;2020-01-14 16:16:50;2020-01-14 16:16:50;45;NULL;NULL;0x514428b0857aae2e1cdb9fd0345c3a78d4f18e36;NULL;NULL;NULL;NULL;1;0;1;2019-11-21 11:37:40;2019-11-21 11:37:40;
49;5.009999999999999787;0xd9bf2e9f604a82cb366a47de50eb45ea86e8dd8a;0x91716604d4b7b5da11f7980c765bcc28b9b481a8;163;;0x05a1358d3c80e73fdb36d42330f3e2e610af73a08d52531dab105ff3d5a16357;2020-01-15 14:09:00;2020-01-15 14:09:00;63;NULL;NULL;0xd9bf2e9f604a82cb366a47de50eb45ea86e8dd8a;NULL;NULL;NULL;NULL;1;0;1;2020-01-14 16:12:58;2020-01-14 16:12:58;
